,0
ENSG00000257718.1,0.05356036197605372
ENSG00000260182.1,0.03616030999968166
ENSG00000105997.21,0.03536797087526454
ENSG00000270182.1,0.033618453793238336
ENSG00000132975.7,0.03010968949264197
ENSG00000170893.3,0.029616028862365317
ENSG00000129194.6,0.02895974552182588
ENSG00000253293.4,0.024607424920876596
ENSG00000147488.10,0.023273847076235067
ENSG00000106006.6,0.02196049440022086
ENSG00000078399.14,0.020370786609578452
ENSG00000139117.12,0.019790981792356277
ENSG00000163106.9,0.019109112368668142
ENSG00000188626.6,0.018392268543206008
ENSG00000196557.9,0.01774740277145368
ENSG00000253187.2,0.01761958031445655
ENSG00000198842.8,0.01670028758260153
ENSG00000271447.4,0.016685146382566553
ENSG00000137571.9,0.016579814790029842
ENSG00000019991.14,0.014991419338556591
ENSG00000257654.1,0.014054626200159265
ENSG00000137449.14,0.013629115810505969
ENSG00000197253.12,0.013361763120812525
ENSG00000243587.6,0.013007334268447617
ENSG00000230453.8,0.012337679165241273
ENSG00000254369.5,0.011602778922668738
ENSG00000205696.4,0.0115735693526072
ENSG00000132122.10,0.01153258945489093
ENSG00000250696.4,0.011451197589427748
ENSG00000228401.4,0.010719327903184611
ENSG00000232046.5,0.010249740822559028
ENSG00000262877.4,0.010210837110865975
ENSG00000119280.15,0.009801429523591988
ENSG00000122592.7,0.009767783320488985
ENSG00000116176.6,0.009590130469496189
ENSG00000257883.1,0.009444558417189308
ENSG00000277867.1,0.009322002497231656
ENSG00000254006.4,0.008967105096473516
ENSG00000115935.15,0.0088712204031541
ENSG00000129467.12,0.008510714553277145
ENSG00000172889.14,0.008470538053614654
ENSG00000203797.8,0.008284514853545168
ENSG00000179954.13,0.007998664549082761
ENSG00000267453.5,0.007963658935016356
ENSG00000226562.3,0.00779114980120463
ENSG00000165716.8,0.007441720204768148
ENSG00000171517.5,0.00723959568229194
ENSG00000067177.13,0.00700188726675874
ENSG00000172236.15,0.006945190195347518
ENSG00000102595.17,0.0068391249790508285
ENSG00000225792.1,0.006754462963808218
ENSG00000095917.12,0.006460077588707411
ENSG00000248347.3,0.0061405458197453236
ENSG00000168916.14,0.005502076721802874
ENSG00000189068.8,0.005497260253250294
ENSG00000198185.10,0.005412435780762143
ENSG00000111885.6,0.005225067641242795
ENSG00000197576.12,0.005049558110518006
ENSG00000183971.5,0.0050007289888642885
ENSG00000167419.9,0.004866004042366381
ENSG00000213759.7,0.00480810580998864
ENSG00000164929.15,0.00478395452586979
ENSG00000156298.11,0.004701337393820313
ENSG00000105996.6,0.004558807998554555
ENSG00000136854.16,0.004420848232030668
ENSG00000086205.15,0.0043171593195090036
ENSG00000230749.4,0.004297359777696831
ENSG00000116985.9,0.0040957463450153305
ENSG00000177380.12,0.004075751699932476
ENSG00000037280.14,0.0037378718499887858
ENSG00000106538.8,0.0037249226637239606
ENSG00000177398.17,0.0037201610986886263
ENSG00000206557.5,0.0036838114306665115
ENSG00000232431.3,0.0036831675018245955
ENSG00000258733.4,0.0036517007798511554
ENSG00000136040.7,0.0035283178670996312
ENSG00000005381.7,0.003480717587089133
ENSG00000134569.8,0.003350971424296822
ENSG00000276141.3,0.003308867399975833
ENSG00000253552.6,0.003229522702170339
ENSG00000154864.10,0.0032215272634634243
ENSG00000181433.8,0.0031935654753976576
ENSG00000275325.3,0.003097015115534681
ENSG00000158747.12,0.003088326842108976
ENSG00000065054.12,0.0029845226739112726
ENSG00000156968.8,0.0029795483617971632
ENSG00000152953.11,0.002901280079460327
ENSG00000144668.10,0.0028466539322183704
ENSG00000167664.7,0.0028452128706157936
ENSG00000263961.5,0.0027578202398485354
ENSG00000197496.5,0.0026554874590941713
ENSG00000002586.16,0.0024915965835689362
ENSG00000239887.4,0.002358889180742942
ENSG00000143994.12,0.002319538143740209
ENSG00000145916.17,0.002276487665995162
ENSG00000162078.10,0.0022544670229184298
ENSG00000166908.16,0.002063134501133387
ENSG00000133138.18,0.001989593401510139
ENSG00000236939.2,0.0019781727097828274
ENSG00000091972.17,0.0019763626641435645
ENSG00000139354.9,0.0018818330312975133
ENSG00000091490.9,0.0018487010845903485
ENSG00000106004.4,0.001784062941814276
ENSG00000242600.5,0.0017680477372086622
ENSG00000078596.9,0.0016540283174123528
ENSG00000275342.3,0.0016391574353983346
ENSG00000182749.5,0.001615070619500018
ENSG00000151917.16,0.0014662013161801585
ENSG00000087495.15,0.0014096611884529162
ENSG00000147257.12,0.0013095918995529243
ENSG00000113140.9,0.0012106611915678686
ENSG00000174059.15,0.0011554155734813704
ENSG00000007516.12,0.0011458044565962448
ENSG00000248334.5,0.0010613456683918612
ENSG00000198576.3,0.0009859672815997259
ENSG00000113389.14,0.0007679140341870455
ENSG00000182168.13,0.0007473367820895948
